id,lat,lon,rain,sea,elevation,dist_river,dist_drainage,rain_norm,sea_norm,elevation_norm,dist_river_norm,drainage_norm,flood_index_base,water_influence,target_risk,is_flooded,spatial_risk,final_risk,risk_category
N_115,12.9,74.86,0.0,1.0,72.0,3.899941495651987,0.8660241210243997,0.0,0.3333333333333333,0.72,0.3899941495651987,0.1732048242048799,0.3333333333333333,0.2500036565752322,0.2312163443962494,0,0.009766038,0.00694865,Safe
N_116,12.9,74.87,0.0,1.0,46.0,3.619687608478076,1.281748154928329,0.0,0.3333333333333333,0.46,0.3619687608478076,0.2563496309856657,0.3333333333333333,0.2688397804484322,0.4038060985297568,1,0.71945417,0.5037303,Moderate
N_117,12.9,74.88,0.0,1.0,80.0,3.6530329570527775,1.8271869970249328,0.0,0.3333333333333333,0.8,0.3653032957052777,0.3654373994049865,0.3333333333333333,0.2664511640167665,0.0415303503325397,0,0.0443813,0.031179335,Safe
N_118,12.9,74.89,0.0,1.0,70.0,3.992126986478969,2.0347862828275383,0.0,0.3333333333333333,0.7,0.3992126986478969,0.4069572565655076,0.3333333333333333,0.2443716930838552,0.2702075835468699,0,0.0035655433,0.0026083041,Safe
N_119,12.9,74.9,0.0,1.0,100.0,3.299950734954776,2.6779763805364536,0.0,0.3333333333333333,1.0,0.3299950734954776,0.5355952761072907,0.3333333333333333,0.2941219088026878,0.4684586043762456,0,0.07879509,0.055268988,Safe
N_120,12.9,74.91,0.0,1.0,112.0,2.626102540706776,3.542954836780348,0.0,0.3333333333333333,1.0,0.2626102540706776,0.7085909673560695,0.3333333333333333,0.3668240592816209,0.4543341026564544,1,0.93746036,0.65633464,High
N_121,12.91,74.81,0.0,1.0,0.0,6.193377588594528,5.398807974958733,0.0,0.3333333333333333,0.0,0.6193377588594527,1.0,0.3333333333333333,0.1588971877060574,0.5059185969206839,0,0.14116594,0.09892858,Safe
N_122,12.91,74.82,0.0,1.0,11.0,5.883989363502511,4.571618401573658,0.0,0.3333333333333333,0.11,0.5883989363502511,0.9143236803147315,0.3333333333333333,0.1671125965061352,0.2468037119606232,0,0.033508908,0.023568658,Safe
N_123,12.91,74.83,0.0,1.0,21.0,5.764949933680827,3.796459010888169,0.0,0.3333333333333333,0.21,0.5764949933680827,0.7592918021776338,0.3333333333333333,0.170504439305998,0.3765242735833475,0,0.034130152,0.02400353,Safe
N_124,12.91,74.84,0.0,1.0,30.0,5.847895064133449,3.025494632302371,0.0,0.3333333333333333,0.3,0.5847895064133449,0.6050989264604743,0.3333333333333333,0.1681267051986382,0.4316607207245838,0,0.003683507,0.0026908787,Safe
N_125,12.91,74.85,0.0,1.0,35.0,5.375482566183584,2.312418464479594,0.0,0.3333333333333333,0.35,0.5375482566183585,0.4624836928959188,0.3333333333333333,0.1826323046257091,0.0161486643780503,0,0.0029375078,0.0021686794,Safe
N_126,12.91,74.86,0.0,1.0,79.0,4.943548211589375,1.9724432251943256,0.0,0.3333333333333333,0.79,0.4943548211589375,0.3944886450388651,0.3333333333333333,0.1982731121122503,0.1215091297924071,0,0.01272523,0.0090200845,Safe
N_127,12.91,74.87,0.0,1.0,87.0,4.725605551261308,1.9949453788649203,0.0,0.3333333333333333,0.87,0.4725605551261308,0.398989075772984,0.3333333333333333,0.207227878320602,0.2559344604124723,0,0.01272523,0.0090200845,Safe
N_128,12.91,74.88,0.0,1.0,40.0,4.751194538213792,1.4164698464046048,0.0,0.3333333333333333,0.4,0.4751194538213791,0.283293969280921,0.3333333333333333,0.2061347967233241,0.2059858455547261,0,0.031720396,0.0223167,Safe
N_129,12.91,74.89,0.0,1.0,97.0,4.852113479806463,1.5434624696320396,0.0,0.3333333333333333,0.97,0.4852113479806463,0.3086924939264079,0.3333333333333333,0.2019339831523977,0.0,0,0.1729888,0.121204585,Safe
N_130,12.91,74.9,0.0,1.0,98.0,4.147311469557448,2.157751026807782,0.0,0.3333333333333333,0.98,0.4147311469557448,0.4315502053615564,0.3333333333333333,0.235443057841999,0.1639325662742886,0,0.03684665,0.025905078,Safe
N_131,12.91,74.91,0.0,1.0,34.0,3.63415625808062,3.03537978638334,0.0,0.3333333333333333,0.34,0.3634156258080619,0.607075957276668,0.3333333333333333,0.2677981131175283,0.3237980221895778,0,0.0009985047,0.0008113772,Safe
N_132,12.92,74.81,0.0,1.0,10.0,7.239680643062018,6.124103759603919,0.0,0.3333333333333333,0.1,0.7239680643062018,1.0,0.3333333333333333,0.13624570994724,0.535013602444723,1,0.9545162,0.66827375,High
N_133,12.92,74.82,0.0,1.0,9.0,6.976856743106121,5.347896632928296,0.0,0.3333333333333333,0.09,0.6976856743106121,1.0,0.3333333333333333,0.1413056723204329,0.5403767451851679,1,0.9545162,0.66827375,High
N_134,12.92,74.83,0.0,1.0,10.0,6.876765397904625,4.5088601254843335,0.0,0.3333333333333333,0.1,0.6876765397904625,0.9017720250968668,0.3333333333333333,0.1433328975488177,0.2776869518462327,0,0.03113113,0.021904213,Safe
N_135,12.92,74.84,0.0,1.0,5.0,6.885079288359197,3.538234631384885,0.0,0.3333333333333333,0.05,0.6885079288359197,0.707646926276977,0.3333333333333333,0.1431622976229524,0.5620273520353686,1,0.12368722,0.08669347,Safe
N_136,12.92,74.85,0.0,1.0,18.0,6.371626338868476,2.6565911032859795,0.0,0.3333333333333333,0.18,0.6371626338868477,0.5313182206571959,0.3333333333333333,0.1545206641480546,0.2064767565822006,0,0.014307949,0.010127988,Safe
N_137,12.92,74.86,0.0,1.0,41.0,6.011709945335559,1.9861861920536457,0.0,0.3333333333333333,0.41,0.6011709945335559,0.3972372384107291,0.3333333333333333,0.1636203303075921,0.2930035882551224,0,0.011015617,0.0078233555,Safe
N_138,12.92,74.87,0.0,1.0,72.0,5.833816898720231,1.4746298271554443,0.0,0.3333333333333333,0.72,0.5833816898720231,0.2949259654310888,0.3333333333333333,0.1685255910433761,0.4125233025307793,0,0.018444158,0.013023335,Safe
N_139,12.92,74.88,0.0,1.0,40.0,5.854563316610892,0.4485441789594912,0.0,0.3333333333333333,0.4,0.5854563316610892,0.0897088357918982,0.3333333333333333,0.1679384275267328,0.1901338420045761,0,0.010747556,0.0076357126,Safe
N_140,12.92,74.89,0.0,1.0,47.0,5.685607391064465,0.6085511714648858,0.0,0.3333333333333333,0.47,0.5685607391064466,0.1217102342929771,0.3333333333333333,0.1728426995486147,0.240901471353965,0,0.00851652,0.0060739876,Safe
N_141,12.92,74.9,0.0,1.0,94.0,5.097408383167551,1.605798127068281,0.0,0.3333333333333333,0.94,0.5097408383167551,0.3211596254136562,0.3333333333333333,0.1924035839166734,0.2959604544711692,1,0.73210996,0.5125894,Moderate
N_142,12.92,74.91,0.0,1.0,64.0,4.689416932834769,2.671337893281436,0.0,0.3333333333333333,0.64,0.4689416932834769,0.5342675786562872,0.3333333333333333,0.2087936828268818,0.1002576058779586,0,0.0054526483,0.0039292774,Safe
N_143,12.93,74.81,0.0,1.0,6.0,8.303064970852096,6.347371993407391,0.0,0.3333333333333333,0.06,0.8303064970852096,1.0,0.3333333333333333,0.1190041970957886,0.5961518871981739,1,0.958285,0.6709119,High
N_144,12.93,74.82,0.0,1.0,0.0,8.074936006667807,5.270744015442947,0.0,0.3333333333333333,0.0,0.8074936006667807,1.0,0.3333333333333333,0.122325116573923,0.080478637725604,1,0.72911024,0.5104896,Moderate
N_145,12.93,74.83,0.0,1.0,0.0,7.988618108277341,4.197778805133092,0.0,0.3333333333333333,0.0,0.7988618108277341,0.8395557610266184,0.3333333333333333,0.1236305122350464,0.4482491263763967,0,0.22594336,0.15827277,Safe
N_146,12.93,74.84,0.0,1.0,4.0,7.847210725121657,3.13224272681911,0.0,0.3333333333333333,0.04,0.7847210725121657,0.626448545363822,0.3333333333333333,0.1258303113618132,0.229124451973787,1,0.87167037,0.61028165,High
N_147,12.93,74.85,0.0,1.0,28.0,7.40083061488312,2.0855539544411807,0.0,0.3333333333333333,0.28,0.740083061488312,0.4171107908882361,0.3333333333333333,0.1333185684817097,0.342869484988135,0,0.48464578,0.33936447,Moderate
N_148,12.93,74.86,0.0,1.0,47.0,7.093342393337896,1.112258646491011,0.0,0.3333333333333333,0.47,0.7093342393337896,0.2224517292982021,0.3333333333333333,0.1390174338046453,0.4866107448461354,0,0.064162,0.045025826,Safe
N_149,12.93,74.87,0.0,1.0,30.0,6.943223583323405,0.6882561324672267,0.0,0.3333333333333333,0.3,0.6943223583323406,0.1376512264934453,0.3333333333333333,0.1419804423599089,0.2876855804693699,0,0.025631474,0.018054456,Safe
N_150,12.93,74.88,0.0,1.0,13.0,6.960663477720806,0.932126211799503,0.0,0.3333333333333333,0.13,0.6960663477720807,0.1864252423599006,0.3333333333333333,0.1416297495490893,0.5731069537672229,1,0.93973136,0.65792435,High
N_151,12.93,74.89,0.0,1.0,75.0,6.601675521243188,0.8752047733606463,0.0,0.3333333333333333,0.75,0.6601675521243189,0.1750409546721292,0.3333333333333333,0.1492164156307132,0.3291442040315593,0,0.0056327214,0.0040553287,Safe
N_152,12.93,74.9,0.0,1.0,103.0,6.102443301737654,1.7245718451074927,0.0,0.3333333333333333,1.0,0.6102443301737653,0.3449143690214985,0.3333333333333333,0.1612267861795437,0.3993147007486232,0,0.3737027,0.2617043,Safe
N_153,12.93,74.91,0.0,1.0,22.0,5.766024014842579,2.7443440077480634,0.0,0.3333333333333333,0.22,0.5766024014842579,0.5488688015496127,0.3333333333333333,0.1704732195895785,0.0389295980528861,0,0.008326524,0.0059409905,Safe
